OxySoft export of:	E:\???????????\changsha\????\fNIRES????\CUTIN\49-0-1
Export date:	2022/12/13 16:37:44
Start of measurement:	2022-11-24 17:50:57.891

Datafile sample rate:	50.00	Hz
Datafile duration:	32.720	s
Datafile total number of samples:	1636

Description:	

Optode-template:	OctaMon+ 2x4 channel
Optode distance (mm):	 30.00	30.00
Optode gradients (mm):	 -	-
DPF:	5.85	5.85

Device id:	16168
# Receivers:	2
# Light sources:	16
# ADC:	1

Light source wavelengths:
device	index	wavelength
1	1	844	nm
1	2	757	nm
1	3	844	nm
1	4	757	nm
1	5	844	nm
1	6	757	nm
1	7	844	nm
1	8	757	nm
1	9	844	nm
1	10	757	nm
1	11	844	nm
1	12	757	nm
1	13	844	nm
1	14	757	nm
1	15	844	nm
1	16	757	nm

Export sample rate:	50.00	Hz
Selected time span:	0	32.720
Selected time span (sample numbers):	0	1636


Legend:
Column	Trace (Measurement)
1	(Sample number)
2	Rx1-Tx1 O2Hb (49-0-1)
3	Rx1-Tx1 HHb (49-0-1)
4	Rx1-Tx2 O2Hb (49-0-1)
5	Rx1-Tx2 HHb (49-0-1)
6	Rx1-Tx3 O2Hb (49-0-1)
7	Rx1-Tx3 HHb (49-0-1)
8	Rx1-Tx4 O2Hb (49-0-1)
9	Rx1-Tx4 HHb (49-0-1)
10	Rx2-Tx5 O2Hb (49-0-1)
11	Rx2-Tx5 HHb (49-0-1)
12	Rx2-Tx6 O2Hb (49-0-1)
13	Rx2-Tx6 HHb (49-0-1)
14	Rx2-Tx7 O2Hb (49-0-1)
15	Rx2-Tx7 HHb (49-0-1)
16	Rx2-Tx8 O2Hb (49-0-1)
17	Rx2-Tx8 HHb (49-0-1)
18	(Event)


1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
   809	56.5638	34.7552	142.5574	 3.6148	91.0835	27.5136	163.1978	-6.6914	-1.7494	-0.0800	-1.1911	 0.2250	-0.5304	 0.1278	-1.5456	-0.1010	
   810	57.6186	35.7276	197.3766	-13.9147	104.4142	25.1448	193.2197	-15.2554	-1.7751	-0.0794	-1.2089	 0.2142	-0.5560	 0.1284	-1.5802	-0.1058	
   811	58.3218	36.0239	195.8439	-11.7046	127.0712	18.1188	191.9841	-13.4738	-1.7929	-0.0902	-1.2512	 0.2207	-0.5738	 0.1176	-1.5979	-0.1165	
   812	58.6228	35.9176	195.4529	-11.1408	146.5589	11.9316	190.2793	-11.0156	-1.8185	-0.0896	-1.2779	 0.2046	-0.5994	 0.1182	-1.6325	-0.1214	
   813	58.5252	35.7308	195.7422	-11.5580	138.3092	14.7271	189.5834	-10.0120	-1.8441	-0.0891	-1.2957	 0.1938	-0.6250	 0.1187	-1.6581	-0.1208	
   814	56.4804	35.1847	197.3766	-13.9147	105.7131	24.4730	190.8346	-11.8162	-1.8697	-0.0886	-1.3213	 0.1944	-0.6428	 0.1080	-1.6926	-0.1257	
   815	54.9739	35.0274	198.0413	-14.8732	102.7243	25.3247	191.8825	-13.3272	-1.8786	-0.0939	-1.3469	 0.1949	-0.6684	 0.1085	-1.7104	-0.1364	
   816	56.1962	35.2851	198.2056	-15.1100	103.5564	25.2350	192.8522	-14.7254	-1.9131	-0.0988	-1.3647	 0.1842	-0.6862	 0.0978	-1.7449	-0.1412	
   817	56.1024	35.4204	158.5731	-1.7884	98.1100	26.9550	193.4935	-15.6501	-1.9309	-0.1095	-1.4159	 0.1852	-0.7118	 0.0983	-1.7794	-0.1461	
   818	57.2810	36.8514	198.7608	-15.9106	96.4381	27.5457	193.2197	-15.2554	-1.9487	-0.1202	-1.4337	 0.1745	-0.7375	 0.0988	-1.8050	-0.1455	
   819	60.6491	37.7641	198.4480	-15.4596	95.8401	27.5527	192.8522	-14.7254	-1.9576	-0.1256	-1.4594	 0.1750	-0.7296	 0.0876	-1.8139	-0.1509	
   820	62.1462	37.6438	198.4480	-15.4596	94.3958	27.9608	192.5707	-14.3195	-1.9654	-0.1143	-1.4505	 0.1804	-0.7296	 0.0876	-1.8050	-0.1455	
   821	60.7592	36.8229	198.9876	-16.2376	89.6985	28.8372	193.2197	-15.2554	-1.9565	-0.1090	-1.4248	 0.1799	-0.7040	 0.0870	-1.7616	-0.1353	
   822	58.2202	36.1705	199.2848	-16.6661	86.0994	29.6406	193.0399	-14.9961	-1.9309	-0.1095	-1.3903	 0.1847	-0.6784	 0.0865	-1.7104	-0.1364	
   823	56.6387	36.1759	198.1274	-14.9972	96.3875	26.7633	192.9460	-14.8608	-1.9053	-0.1100	-1.3558	 0.1895	-0.6606	 0.0972	-1.6837	-0.1203	
   824	55.7140	36.2898	196.8527	-13.1592	112.1033	22.0110	192.7583	-14.5901	-1.8964	-0.1047	-1.3469	 0.1949	-0.6439	 0.0913	-1.6581	-0.1208	
   825	54.2774	35.7588	196.5868	-12.7758	135.2025	15.4757	192.5707	-14.3195	-1.8797	-0.1106	-1.3213	 0.1944	-0.6350	 0.0967	-1.6325	-0.1214	
   826	53.6340	35.5945	195.9377	-11.8399	197.5702	-4.9847	192.4690	-14.1729	-1.8708	-0.1052	-1.3046	 0.1885	-0.6261	 0.1021	-1.6236	-0.1160	
   827	53.9708	35.3818	196.0316	-11.9752	197.3356	-4.6464	192.4690	-14.1729	-1.8619	-0.0998	-1.2879	 0.1826	-0.6094	 0.0962	-1.5979	-0.1165	
   828	54.3863	35.3287	196.4930	-12.6405	146.2305	12.4052	192.9460	-14.8608	-1.8452	-0.1057	-1.3046	 0.1885	-0.5927	 0.0902	-1.5979	-0.1165	
   829	54.8170	34.9807	196.8527	-13.1592	120.4749	20.5685	193.3996	-15.5148	-1.8452	-0.1057	-1.2879	 0.1826	-0.6005	 0.1015	-1.5979	-0.1165	
   830	54.6595	34.6618	197.5487	-14.1628	112.1157	23.5219	192.2813	-13.9023	-1.8619	-0.0998	-1.3046	 0.1885	-0.6094	 0.0962	-1.5979	-0.1165	
   831	54.6663	34.1060	146.1777	 3.2721	104.8216	25.7585	192.3752	-14.0376	-1.8541	-0.1111	-1.3213	 0.1944	-0.6261	 0.1021	-1.5979	-0.1165	
   832	54.1903	33.2270	113.1677	14.4157	104.6183	26.0517	193.3996	-15.5148	-1.8630	-0.1165	-1.3135	 0.1831	-0.6183	 0.0908	-1.6068	-0.1219	
   833	53.3361	32.7116	100.5903	18.1189	100.6587	27.2293	194.0174	-16.4056	-1.8797	-0.1106	-1.3469	 0.1949	-0.6350	 0.0967	-1.6325	-0.1214	
   834	53.2595	32.5854	97.8854	18.9979	98.9896	27.5977	193.4935	-15.6501	-1.8797	-0.1106	-1.3391	 0.1836	-0.6350	 0.0967	-1.6414	-0.1267	
   835	53.4216	32.8431	100.5903	18.1189	96.2798	28.6658	191.4758	-12.7408	-1.8964	-0.1047	-1.3480	 0.1783	-0.6439	 0.0913	-1.6503	-0.1321	
   836	53.3418	33.1948	103.3526	17.4664	96.9291	28.6577	190.5061	-11.3426	-1.8886	-0.1159	-1.3569	 0.1729	-0.6439	 0.0913	-1.6759	-0.1316	
   837	53.6435	33.7608	110.5804	14.9979	97.0308	28.5111	190.3967	-11.1847	-1.8975	-0.1213	-1.3736	 0.1788	-0.6439	 0.0913	-1.6848	-0.1369	
   838	54.4874	34.9098	151.4775	 1.3997	97.9851	28.0633	190.3967	-11.1847	-1.9142	-0.1154	-1.3825	 0.1734	-0.6606	 0.0972	-1.6848	-0.1369	
   839	53.9327	35.9827	197.0325	-13.4186	98.0162	27.0903	191.5775	-12.8874	-1.9231	-0.1208	-1.3825	 0.1734	-0.6695	 0.0919	-1.7015	-0.1310	
   840	53.1095	36.0777	197.0325	-13.4186	94.3797	27.1833	192.2813	-13.9023	-1.9487	-0.1202	-1.3825	 0.1734	-0.6784	 0.0865	-1.6937	-0.1423	
   841	53.4312	36.1599	196.7666	-13.0352	97.6972	25.7302	191.9841	-13.4738	-1.9654	-0.1143	-1.3992	 0.1793	-0.6951	 0.0924	-1.7104	-0.1364	
   842	54.0589	36.3467	195.7422	-11.5580	115.0895	20.8538	191.7808	-13.1806	-1.9743	-0.1197	-1.4170	 0.1686	-0.7207	 0.0929	-1.7449	-0.1412	
   843	56.3337	36.6157	195.7422	-11.5580	123.3961	18.5404	192.4690	-14.1729	-1.9832	-0.1251	-1.4426	 0.1691	-0.7296	 0.0876	-1.7794	-0.1461	
   844	59.1233	35.1959	196.9465	-13.2945	109.7434	22.5383	193.8454	-16.1575	-2.0010	-0.1358	-1.4772	 0.1643	-0.7553	 0.0881	-1.8139	-0.1509	
   845	60.7566	33.8782	177.8341	-7.6486	100.8664	24.8914	194.7681	-17.4881	-2.0266	-0.1353	-1.5117	 0.1595	-0.7563	 0.0715	-1.8485	-0.1557	
   846	61.9835	33.5469	197.9631	-14.7604	97.7832	25.6062	195.0966	-17.9617	-2.0355	-0.1406	-1.5462	 0.1546	-0.7820	 0.0720	-1.8662	-0.1665	
   847	62.3796	33.7219	178.0765	-7.9981	94.3411	26.4563	154.9949	-3.9635	-2.0612	-0.1401	-1.5885	 0.1611	-0.8076	 0.0725	-1.9008	-0.1713	
   848	60.2151	33.9674	132.0356	 7.5026	89.1608	27.6651	123.4011	 6.8670	-2.0700	-0.1455	-1.5974	 0.1557	-0.8332	 0.0731	-1.9264	-0.1708	
   849	57.2953	34.3009	111.3937	13.8251	84.0801	28.6940	106.1798	12.5344	-2.0957	-0.1449	-1.6063	 0.1503	-0.8343	 0.0564	-1.9442	-0.1815	
   850	54.9030	34.8567	111.4641	13.7236	84.6431	28.4099	108.3283	12.4393	-2.1124	-0.1390	-1.6319	 0.1509	-0.8677	 0.0682	-1.9698	-0.1810	
   851	53.7591	34.8862	114.0670	13.1190	87.6980	27.9180	127.8161	 6.2521	-2.1213	-0.1444	-1.6408	 0.1455	-0.8855	 0.0575	-1.9954	-0.1804	
   852	53.8451	34.7622	120.4222	11.4355	93.3027	27.1892	192.7583	-14.5901	-2.1391	-0.1551	-1.6753	 0.1407	-0.8944	 0.0521	-2.0132	-0.1912	
   853	54.2440	34.7149	131.6524	 8.0551	103.1654	25.7988	189.5834	-10.0120	-2.1814	-0.1487	-1.7010	 0.1412	-0.9200	 0.0527	-2.0388	-0.1906	
   854	56.2901	35.1498	197.8849	-14.6477	117.5155	22.7975	187.8082	-7.4523	-2.2070	-0.1481	-1.7266	 0.1418	-0.9623	 0.0591	-2.0644	-0.1901	
   855	56.4804	35.1847	166.5492	-4.1893	107.6475	25.5603	189.0985	-9.3129	-2.2248	-0.1589	-1.7444	 0.1310	-0.9801	 0.0484	-2.0822	-0.2008	
   856	55.8473	34.9146	138.6005	 5.0980	98.9896	27.5977	189.9353	-10.5194	-2.2337	-0.1643	-1.7700	 0.1316	-1.0058	 0.0489	-2.1079	-0.2003	
   857	55.0750	34.6086	124.8822	 9.5362	92.5659	29.0160	190.2793	-11.0156	-2.2504	-0.1583	-1.7956	 0.1321	-0.9979	 0.0376	-2.1246	-0.1944	
   858	54.5808	34.5023	126.9793	 9.0421	92.7536	28.7453	190.7251	-11.6583	-2.2504	-0.1583	-1.7956	 0.1321	-0.9979	 0.0376	-2.1079	-0.2003	
   859	56.5605	34.1774	142.2524	 4.0546	95.6524	27.8233	190.8346	-11.8162	-2.2248	-0.1589	-1.7700	 0.1316	-0.9801	 0.0484	-2.0733	-0.1954	
   860	59.4981	33.3268	138.4441	 5.3235	94.7555	27.4421	191.8825	-13.3272	-2.1992	-0.1594	-1.7611	 0.1369	-0.9712	 0.0537	-2.0299	-0.1852	
   861	60.2027	32.9842	134.8682	 6.7486	98.2977	26.6844	192.7583	-14.5901	-2.1736	-0.1600	-1.7266	 0.1418	-0.9289	 0.0473	-1.9865	-0.1750	
   862	60.9442	33.6076	197.8849	-14.6477	104.3204	25.2801	193.3136	-15.3907	-2.1647	-0.1546	-1.6921	 0.1466	-0.9033	 0.0468	-1.9353	-0.1761	
   863	62.9402	34.0602	197.3766	-13.9147	106.3573	24.7818	193.6733	-15.9094	-2.1391	-0.1551	-1.6664	 0.1460	-0.8944	 0.0521	-1.9086	-0.1600	
   864	62.0347	34.6015	196.9465	-13.2945	113.8148	22.6918	193.6733	-15.9094	-2.1302	-0.1498	-1.6408	 0.1455	-0.8855	 0.0575	-1.8830	-0.1605	
   865	60.9688	34.6461	196.9465	-13.2945	118.9153	20.7790	194.0174	-16.4056	-2.1135	-0.1557	-1.6408	 0.1455	-0.8688	 0.0516	-1.8741	-0.1552	
   866	61.0254	34.2004	197.4626	-14.0388	115.9885	21.2683	194.7681	-17.4881	-2.1046	-0.1503	-1.6319	 0.1509	-0.8688	 0.0516	-1.8652	-0.1498	
   867	63.7222	32.9326	157.2906	 0.0609	119.5174	19.9108	194.6117	-17.2626	-2.1046	-0.1503	-1.6152	 0.1450	-0.8521	 0.0457	-1.8485	-0.1557	
   868	63.8160	32.7973	165.3918	-2.5204	127.3762	17.6790	194.1034	-16.5296	-2.1046	-0.1503	-1.6241	 0.1396	-0.8688	 0.0516	-1.8406	-0.1670	
   869	61.6462	32.9595	165.4778	-2.6444	123.2944	18.6870	194.0174	-16.4056	-2.1046	-0.1503	-1.6408	 0.1455	-0.8688	 0.0516	-1.8574	-0.1611	
   870	59.6192	33.4798	197.3766	-13.9147	121.7731	18.6967	193.7593	-16.0335	-2.1046	-0.1503	-1.6408	 0.1455	-0.8855	 0.0575	-1.8574	-0.1611	
   871	58.4322	33.8992	196.9465	-13.2945	130.4950	15.9301	192.9460	-14.8608	-2.1046	-0.1503	-1.6408	 0.1455	-0.8777	 0.0462	-1.8741	-0.1552	
   872	56.0255	34.3664	196.9465	-13.2945	130.8782	15.3776	193.0399	-14.9961	-2.1046	-0.1503	-1.6408	 0.1455	-0.8855	 0.0575	-1.8741	-0.1552	
   873	54.7528	34.2542	165.4778	-2.6444	121.0815	17.6555	194.0174	-16.4056	-2.1046	-0.1503	-1.6408	 0.1455	-0.8855	 0.0575	-1.8741	-0.1552	
   874	54.2674	34.1533	141.4548	 5.2047	112.0082	20.6739	193.6733	-15.9094	-2.1124	-0.1390	-1.6330	 0.1342	-0.8855	 0.0575	-1.8741	-0.1552	
   875	54.2367	34.9984	197.1186	-13.5426	126.2175	16.8199	193.0399	-14.9961	-2.0957	-0.1449	-1.6497	 0.1401	-0.8855	 0.0575	-1.8662	-0.1665	
   876	56.8296	34.3718	197.1186	-13.5426	121.8669	18.5614	193.3136	-15.3907	-2.1124	-0.1390	-1.6497	 0.1401	-0.8855	 0.0575	-1.8662	-0.1665	
   877	58.2523	34.1586	197.0325	-13.4186	119.7051	19.6401	193.3136	-15.3907	-2.1124	-0.1390	-1.6408	 0.1455	-0.8855	 0.0575	-1.8741	-0.1552	
   878	59.7381	34.6552	196.4069	-12.5165	129.7990	16.9337	193.0399	-14.9961	-2.1124	-0.1390	-1.6408	 0.1455	-0.8855	 0.0575	-1.8741	-0.1552	
   879	58.8261	35.6244	196.4930	-12.6405	115.7930	21.5502	193.3996	-15.5148	-2.1213	-0.1444	-1.6408	 0.1455	-0.9022	 0.0634	-1.8830	-0.1605	
   880	57.5210	35.5407	197.1186	-13.5426	106.6545	24.3533	193.4935	-15.6501	-2.1213	-0.1444	-1.6408	 0.1455	-0.8944	 0.0521	-1.8830	-0.1605	
   881	56.1024	35.4204	197.7129	-14.3996	104.1170	25.5733	191.8825	-13.3272	-2.1469	-0.1439	-1.6664	 0.1460	-0.9278	 0.0639	-1.9086	-0.1600	
   882	55.7613	35.0387	198.0413	-14.8732	102.8683	26.2273	191.2647	-12.4364	-2.1558	-0.1492	-1.6921	 0.1466	-0.9200	 0.0527	-1.9264	-0.1708	
   883	55.5798	35.0092	198.1274	-14.9972	106.1618	25.0637	191.0535	-12.1319	-2.1725	-0.1433	-1.7010	 0.1412	-0.9289	 0.0473	-1.9353	-0.1761	
   884	56.1148	34.8201	197.6347	-14.2868	115.5896	21.8434	191.2647	-12.4364	-2.1814	-0.1487	-1.7433	 0.1477	-0.9545	 0.0478	-1.9776	-0.1697	
   885	57.2077	34.1360	197.9631	-14.7604	109.1725	23.3615	192.1797	-13.7557	-2.1903	-0.1541	-1.7355	 0.1364	-0.9712	 0.0537	-1.9865	-0.1750	
   886	55.9374	33.9293	142.5574	 3.6148	94.1769	26.6931	153.7594	-2.1819	-2.2159	-0.1535	-1.7778	 0.1428	-0.9969	 0.0543	-2.0210	-0.1799	
   887	54.8305	33.8692	119.2848	11.0371	86.8626	27.9577	114.4163	10.7225	-2.2248	-0.1589	-1.8034	 0.1434	-0.9979	 0.0376	-2.0555	-0.1847	
   888	54.7439	33.7210	111.7456	13.3177	84.1583	28.5812	110.9108	12.0462	-2.2415	-0.1530	-1.8212	 0.1326	-1.0314	 0.0494	-2.0733	-0.1954	
   889	55.1678	33.9288	112.8684	13.2275	86.3443	28.1409	122.1186	 8.7163	-2.2504	-0.1583	-1.8468	 0.1332	-1.0403	 0.0441	-2.1246	-0.1944	
   890	56.4745	34.3014	122.4988	10.6252	92.6339	27.4255	193.6733	-15.9094	-2.2593	-0.1637	-1.8814	 0.1283	-1.0492	 0.0387	-2.1424	-0.2051	
   891	56.1210	34.5200	122.0452	11.2792	99.9593	26.1995	193.1337	-15.1314	-2.3017	-0.1573	-1.8992	 0.1176	-1.0748	 0.0392	-2.1769	-0.2099	
   892	55.3258	34.5200	120.0390	11.9880	103.1654	25.7988	191.9841	-13.4738	-2.3273	-0.1567	-1.9248	 0.1181	-1.1004	 0.0398	-2.2192	-0.2035	
   893	55.4118	34.3960	124.2801	10.4045	101.3547	26.2257	191.2647	-12.4364	-2.3284	-0.1734	-1.9426	 0.1074	-1.1182	 0.0290	-2.2370	-0.2142	
   894	54.6595	34.6618	131.9574	 7.6153	94.1138	27.5667	191.9841	-13.4738	-2.3451	-0.1675	-1.9593	 0.1133	-1.1349	 0.0350	-2.2537	-0.2083	
   895	54.4087	34.7504	142.3228	 3.9531	91.2272	28.0162	191.9841	-13.4738	-2.3451	-0.1675	-1.9760	 0.1192	-1.1349	 0.0350	-2.2537	-0.2083	
   896	54.4947	34.6263	142.4792	 3.7276	89.6821	28.1875	192.4690	-14.1729	-2.3284	-0.1734	-1.9426	 0.1074	-1.1182	 0.0290	-2.2114	-0.2148	
   897	53.7664	34.6027	132.4891	 6.8486	87.8509	28.2982	193.2197	-15.2554	-2.3106	-0.1626	-1.9248	 0.1181	-1.0926	 0.0285	-2.1680	-0.2046	
   898	53.1643	35.4710	198.9876	-16.2376	88.4843	27.3848	141.9035	 2.1006	-2.2593	-0.1637	-1.8903	 0.1230	-1.0581	 0.0333	-2.1079	-0.2003	
   899	54.6273	36.6737	198.1274	-14.9972	93.6271	25.9934	147.4614	-0.1440	-2.2326	-0.1476	-1.8468	 0.1332	-1.0236	 0.0382	-2.0723	-0.1788	
   900	55.7367	37.1672	197.3766	-13.9147	99.7131	24.6434	194.0174	-16.4056	-2.1814	-0.1487	-1.7956	 0.1321	-0.9979	 0.0376	-2.0121	-0.1745	
   901	57.2810	36.8514	196.8527	-13.1592	109.8372	22.4030	193.3136	-15.3907	-2.1636	-0.1379	-1.7778	 0.1428	-0.9801	 0.0484	-1.9609	-0.1756	
   902	56.5162	36.6619	197.2906	-13.7907	108.7799	22.5807	193.0399	-14.9961	-2.1213	-0.1444	-1.7433	 0.1477	-0.9623	 0.0591	-1.9264	-0.1708	
   903	56.1304	36.9089	197.8849	-14.6477	100.9524	24.7674	193.2197	-15.2554	-2.1202	-0.1277	-1.7088	 0.1525	-0.9367	 0.0586	-1.8830	-0.1605	
   904	55.9192	37.2133	197.9631	-14.7604	99.1970	25.3876	193.5795	-15.7741	-2.0946	-0.1283	-1.6743	 0.1573	-0.9111	 0.0580	-1.8485	-0.1557	
   905	57.4419	37.6203	198.1274	-14.9972	98.2583	25.8129	193.9314	-16.2816	-2.0690	-0.1288	-1.6398	 0.1622	-0.8855	 0.0575	-1.8139	-0.1509	
   906	56.6958	37.0581	198.9876	-16.2376	91.1695	27.3896	131.1180	 4.8216	-2.0434	-0.1294	-1.6141	 0.1616	-0.8766	 0.0629	-1.7883	-0.1514	
   907	55.5315	36.2436	199.5819	-17.0946	87.2992	28.4931	142.3336	 1.4804	-2.0423	-0.1127	-1.5963	 0.1724	-0.8677	 0.0682	-1.7794	-0.1461	
   908	55.2201	35.5279	159.2535	-2.7694	87.7546	29.0558	192.2813	-13.9023	-2.0334	-0.1073	-1.5707	 0.1718	-0.8510	 0.0623	-1.7705	-0.1407	
   909	55.0615	35.1923	142.7060	 3.4006	90.6094	28.9070	190.7251	-11.6583	-2.0167	-0.1133	-1.5618	 0.1772	-0.8421	 0.0677	-1.7616	-0.1353	
   910	53.9859	35.0870	132.6377	 6.6343	86.6344	29.4516	191.6792	-13.0340	-2.0078	-0.1079	-1.5696	 0.1885	-0.8499	 0.0790	-1.7449	-0.1412	
   911	53.5084	34.9748	138.7491	 4.8837	84.3459	29.3662	193.3996	-15.5148	-1.9989	-0.1025	-1.5440	 0.1879	-0.8332	 0.0731	-1.7360	-0.1359	
   912	55.4118	34.3960	135.2514	 6.1961	84.5884	29.0167	127.8161	 6.2521	-1.9989	-0.1025	-1.5351	 0.1933	-0.8410	 0.0843	-1.7271	-0.1305	
   913	58.1895	33.3209	120.7193	11.0070	83.8533	29.0210	120.8505	 8.0151	-1.9989	-0.1025	-1.5429	 0.2046	-0.8243	 0.0784	-1.7182	-0.1251	
   914	60.0571	32.8484	120.4222	11.4355	87.8509	28.2982	138.4240	 2.2403	-2.0067	-0.0912	-1.5173	 0.2040	-0.8243	 0.0784	-1.7182	-0.1251	
   915	60.5037	32.8779	126.2129	10.1472	96.8995	26.8804	193.3996	-15.5148	-1.9900	-0.0971	-1.5006	 0.1981	-0.8154	 0.0838	-1.7260	-0.1138	
   916	60.8504	33.7429	197.0325	-13.4186	111.5247	22.8454	192.2813	-13.9023	-1.9900	-0.0971	-1.5084	 0.2094	-0.8154	 0.0838	-1.7260	-0.1138	
   917	59.3894	34.1569	196.4930	-12.6405	125.0523	18.5001	192.2813	-13.9023	-1.9900	-0.0971	-1.5084	 0.2094	-0.8154	 0.0838	-1.7260	-0.1138	
   918	57.9980	34.8528	195.3512	-10.9942	199.1186	-7.2174	192.3752	-14.0376	-1.9900	-0.0971	-1.5084	 0.2094	-0.8154	 0.0838	-1.7182	-0.1251	
   919	57.4129	35.0596	195.2574	-10.8589	198.8058	-6.7663	192.1797	-13.7557	-2.0067	-0.0912	-1.5084	 0.2094	-0.8321	 0.0897	-1.7438	-0.1246	
   920	57.0216	34.6955	196.1254	-12.1105	199.3297	-7.5218	192.6645	-14.4548	-2.0067	-0.0912	-1.5252	 0.2153	-0.8321	 0.0897	-1.7527	-0.1299	
   921	57.6839	34.3594	196.8527	-13.1592	179.5057	-0.8497	193.5795	-15.7741	-2.0234	-0.0853	-1.5252	 0.2153	-0.8321	 0.0897	-1.7694	-0.1240	
   922	57.0095	34.1124	177.4196	-7.0509	143.7128	11.1579	194.3615	-16.9017	-2.0323	-0.0907	-1.5419	 0.2212	-0.8488	 0.0956	-1.7951	-0.1235	
   923	54.9890	34.7326	177.5839	-7.2877	122.4222	17.7607	195.0106	-17.8377	-2.0323	-0.0907	-1.5508	 0.2158	-0.8577	 0.0903	-1.8040	-0.1289	
   924	53.5871	35.1343	177.8341	-7.6486	107.3319	22.1389	195.0106	-17.8377	-2.0412	-0.0961	-1.5675	 0.2218	-0.8744	 0.0962	-1.8296	-0.1283	
   925	53.6491	35.2997	197.4626	-14.0388	98.4479	24.6477	174.9676	-10.8498	-2.0668	-0.0955	-1.5931	 0.2223	-0.8833	 0.0908	-1.8385	-0.1337	
   926	55.2471	34.3605	146.4202	 2.9226	88.2376	27.1399	117.2975	 8.6063	-2.0835	-0.0896	-1.6020	 0.2169	-0.9001	 0.0967	-1.8563	-0.1444	
   927	54.8305	33.8692	113.9966	13.2205	81.7336	28.6376	102.9062	13.2143	-2.1091	-0.0891	-1.6276	 0.2175	-0.9090	 0.0913	-1.8986	-0.1380	
   928	55.4717	32.9446	102.5699	16.3383	78.4039	29.5076	98.7414	14.5240	-2.1180	-0.0945	-1.6611	 0.2293	-0.9179	 0.0860	-1.9242	-0.1375	
   929	55.9493	32.5290	98.2293	17.5739	78.3335	29.6091	101.5504	13.9317	-2.1269	-0.0998	-1.6532	 0.2180	-0.9179	 0.0860	-1.9420	-0.1482	
   930	57.5114	32.2239	98.1589	17.6754	79.7891	29.6396	108.7115	11.8868	-2.1526	-0.0993	-1.6700	 0.2239	-0.9513	 0.0978	-1.9676	-0.1477	
   931	57.6225	32.3549	100.5601	17.1250	83.4623	29.5848	142.5839	 1.1196	-2.1615	-0.1047	-1.6789	 0.2185	-0.9435	 0.0865	-1.9854	-0.1584	
   932	56.3184	32.8157	101.5131	16.7883	85.2182	29.7646	192.9460	-14.8608	-2.1704	-0.1100	-1.6956	 0.2244	-0.9769	 0.0983	-2.0278	-0.1520	
   933	55.7470	33.3666	107.4368	15.3083	92.0514	28.9934	190.3967	-11.1847	-2.2038	-0.0982	-1.6956	 0.2244	-0.9858	 0.0929	-2.0456	-0.1627	
   934	55.4186	33.8402	120.2658	11.6610	105.1139	26.5747	186.8228	-6.0315	-2.2127	-0.1036	-1.7123	 0.2303	-0.9858	 0.0929	-2.0623	-0.1568	
   935	54.8310	34.1415	128.5732	 9.4921	118.4495	23.4890	185.5950	-4.2611	-2.2049	-0.1149	-1.6956	 0.2244	-0.9858	 0.0929	-2.0623	-0.1568	
   936	53.8446	34.4900	137.3258	 6.9360	127.4607	20.3053	187.5266	-7.0464	-2.2127	-0.1036	-1.6778	 0.2352	-0.9769	 0.0983	-2.0445	-0.1460	
   937	53.5944	34.8508	165.5638	-2.7685	125.5306	20.3402	189.5834	-10.0120	-2.1871	-0.1041	-1.6433	 0.2400	-0.9513	 0.0978	-1.9765	-0.1530	
   938	54.8242	34.6972	157.3766	-0.0631	113.3925	23.3007	191.5775	-12.8874	-2.1526	-0.0993	-1.5742	 0.2497	-0.9168	 0.1026	-1.9242	-0.1375	
   939	54.6595	34.6618	129.1988	 8.5900	96.4381	27.5457	193.7593	-16.0335	-2.1091	-0.0891	-1.5219	 0.2652	-0.8734	 0.1128	-1.8463	-0.1224	
   940	55.1554	35.0570	158.5731	-1.7884	94.4897	27.8255	194.2755	-16.7777	-2.0579	-0.0902	-1.4618	 0.2695	-0.8388	 0.1176	-1.7940	-0.1069	
   941	56.0085	35.5558	197.8849	-14.6477	100.1470	25.9288	194.2755	-16.7777	-2.0312	-0.0741	-1.4262	 0.2910	-0.8043	 0.1225	-1.7339	-0.1026	
   942	55.3139	35.3925	197.8849	-14.6477	100.9726	25.7393	193.7593	-16.0335	-1.9967	-0.0692	-1.3828	 0.3012	-0.7620	 0.1160	-1.6904	-0.0924	
   943	54.0719	34.9630	166.3849	-3.9525	99.9593	26.1995	192.5707	-14.3195	-1.9789	-0.0585	-1.3483	 0.3061	-0.7442	 0.1268	-1.6559	-0.0875	
   944	53.5871	35.1343	197.6347	-14.2868	113.9165	22.5452	191.9841	-13.4738	-1.9444	-0.0537	-1.2803	 0.2991	-0.7097	 0.1316	-1.6214	-0.0827	
   945	54.7940	35.2868	197.1186	-13.5426	129.2750	17.6892	192.0780	-13.6091	-1.9188	-0.0542	-1.2625	 0.3098	-0.6919	 0.1423	-1.5869	-0.0779	
   946	54.9739	35.0274	196.9465	-13.2945	129.3845	17.5313	192.9460	-14.8608	-1.8932	-0.0547	-1.2614	 0.3265	-0.6663	 0.1418	-1.5613	-0.0784	
   947	53.7664	34.6027	128.3308	 9.8416	106.8500	24.0714	193.9314	-16.2816	-1.8843	-0.0494	-1.2358	 0.3259	-0.6485	 0.1525	-1.5524	-0.0730	
